name,FIRSTNAME,LASTNAME,info,experience,sector,feedback,jurisdiction,charges,daysofdisposal,language,practices,cityofpractice,probonoserviceprovided,clientdemographics,gender
Shanaya Sachdev,Shanaya,Sachdev,"Shanaya Sachdev has 15 years of experience in Family Law, Civil Law, and Intellectual Property Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is High Court. He charges 92.64581196556728 USD per hour. He takes 86.34884546148137 Avg Days for Disposal. He speaks: Marathi, Assamese and Gujarati. He practices at Vora-Behl, and is based in Hyderabad. He provides pro bono services to the community. His Client Demographics is Small Businesses.",15,"Family Law, Civil Law, and Intellectual Property Law",5,High Court,92.64581197,86.34884546,"Marathi, Assamese and Gujarati",Vora-Behl,Hyderabad,yes,Small Businesses,male
Reyansh Anand,Reyansh,Anand,"Reyansh Anand has 9 years of experience in Intellectual Property Law, Environmental Law, and Intellectual Property Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is District Court. He charges 53.0546783106154 USD per hour. He takes 90.84765972698335 Avg Days for Disposal. He speaks: Hindi, Bengali and Gujarati. He practices at Ramesh-Subramanian, and is based in Hyderabad. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",9,"Intellectual Property Law, Environmental Law, and Intellectual Property Law",1,District Court,53.05467831,90.84765973,"Hindi, Bengali and Gujarati",Ramesh-Subramanian,Hyderabad,yes,Small Businesses,male
Aniruddh Ben,Aniruddh,Ben,"Aniruddh Ben has 21 years of experience in Real Estate Law, Tax Law, and Environmental Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is High Court. He charges 118.82443391394177 USD per hour. He takes 88.12617607014651 Avg Days for Disposal. He speaks: Gujarati, Hindi and Bengali. He practices at Sharaf, Loyal and Kara, and is based in Hyderabad. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",21,"Real Estate Law, Tax Law, and Environmental Law",1,High Court,118.8244339,88.12617607,"Gujarati, Hindi and Bengali","Sharaf, Loyal and Kara",Hyderabad,no,Individuals,male
Rania Trivedi,Rania,Trivedi,"Rania Trivedi has 9 years of experience in Banking and Finance Law, Banking and Finance Law, and Media and Entertainment Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Specialized Court. He charges 81.04550391970676 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Punjabi, Urdu and Gujarati. He practices at Chaudhry and Sons, and is based in Delhi. She provides pro bono services to the community. Her Client Demographics is Large Corporations.",9,"Banking and Finance Law, Banking and Finance Law, and Media and Entertainment Law",3.004576659,Specialized Court,81.04550392,89.33090202,"Punjabi, Urdu and Gujarati",Chaudhry and Sons,Delhi,yes,Large Corporations,male
Faiyaz Agate,Faiyaz,Agate,"Faiyaz Agate has 10 years of experience in Real Estate Law, Criminal Law, and Family Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 498.1110655009634 USD per hour. He takes 107.15097160724329 Avg Days for Disposal. He speaks: Telugu, Odia and Bengali. He practices at Ray Group, and is based in Bangalore. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",10,"Real Estate Law, Criminal Law, and Family Law",5,Supreme Court,498.1110655,107.1509716,"Telugu, Odia and Bengali",Ray Group,Bangalore,yes,Small Businesses,male
Armaan Kannan,Armaan,Kannan,"Armaan Kannan has 20 years of experience in Immigration Law, Family Law, and Family Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is District Court. He charges 179.9644864793403 USD per hour. He takes 92.25203480934304 Avg Days for Disposal. He speaks: Telugu, Malayalam and Marathi. He practices at Roy Group, and is based in Kolkata. He does not provide pro bono services to the community. His Client Demographics is Large Corporations.",20,"Immigration Law, Family Law, and Family Law",2,District Court,179.9644865,92.25203481,"Telugu, Malayalam and Marathi",Roy Group,Kolkata,no,Large Corporations,male
Tejas Banerjee,Tejas,Banerjee,"Tejas Banerjee has 25 years of experience in Consumer Protection Law, Human Rights Law, and Real Estate Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is District Court. He charges 117.17060570116128 USD per hour. He takes 100.68722646650707 Avg Days for Disposal. He speaks: Telugu, Gujarati and Hindi. He practices at Vyas Ltd, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Large Corporations.",25,"Consumer Protection Law, Human Rights Law, and Real Estate Law",1,District Court,117.1706057,100.6872265,"Telugu, Gujarati and Hindi",Vyas Ltd,Bangalore,yes,Large Corporations,male
Eva Sandal,Eva,Sandal,"Eva Sandal has 21 years of experience in Media and Entertainment Law, Real Estate Law, and Criminal Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is High Court. He charges 158.44831609816308 USD per hour. He takes 105.47070787915996 Avg Days for Disposal. He speaks: Kannada, Tamil and Tamil. He practices at Venkatesh, Tiwari and Mand, and is based in Mumbai. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",21,"Media and Entertainment Law, Real Estate Law, and Criminal Law",4,High Court,158.4483161,105.4707079,"Kannada, Tamil and Tamil","Venkatesh, Tiwari and Mand",Mumbai,yes,Small Businesses,male
Azad Sen,Azad,Sen,"Azad Sen has 26 years of experience in Corporate Law, Human Rights Law, and Labor Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 471.2565071930606 USD per hour. He takes 95.822786934821 Avg Days for Disposal. He speaks: Odia, Assamese and Hindi. He practices at Borra-Buch, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Large Corporations.",26,"Corporate Law, Human Rights Law, and Labor Law",5,Specialized Court,471.2565072,95.82278693,"Odia, Assamese and Hindi",Borra-Buch,Delhi,yes,Large Corporations,male
Vivaan Kapadia,Vivaan,Kapadia,"Vivaan Kapadia has 9 years of experience in Banking and Finance Law, Real Estate Law, and Banking and Finance Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 284.0721003609781 USD per hour. He takes 75.44593011137641 Avg Days for Disposal. He speaks: Punjabi, Telugu and Marathi. He practices at Chandran, Bera and Sahni, and is based in Bangalore. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",9,"Banking and Finance Law, Real Estate Law, and Banking and Finance Law",3,High Court,284.0721004,75.44593011,"Punjabi, Telugu and Marathi","Chandran, Bera and Sahni",Bangalore,no,Large Corporations,male
Lakshit Venkatesh,Lakshit,Venkatesh,"Lakshit Venkatesh has 3 years of experience in Criminal Law, Immigration Law, and Banking and Finance Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 214.1681433385356 USD per hour. He takes 69.70701166553943 Avg Days for Disposal. He speaks: Bengali, Assamese and Odia. He practices at Dhar-Jain, and is based in Delhi. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",3,"Criminal Law, Immigration Law, and Banking and Finance Law",3,High Court,214.1681433,69.70701167,"Bengali, Assamese and Odia",Dhar-Jain,Delhi,no,Small Businesses,male
Samar Garg,Samar,Garg,"Samar Garg has 20 years of experience in Constitutional Law, Environmental Law, and Human Rights Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 443.0261560591487 USD per hour. He takes 92.23170952210958 Avg Days for Disposal. He speaks: Punjabi, Assamese and Assamese. He practices at Sidhu, Khanna and Khanna, and is based in Mumbai. He provides pro bono services to the community. His Client Demographics is Individuals.",20,"Constitutional Law, Environmental Law, and Human Rights Law",4,District Court,443.0261561,92.23170952,"Punjabi, Assamese and Assamese","Sidhu, Khanna and Khanna",Mumbai,yes,Individuals,male
Vidur Sha,Vidur,Sha,"Vidur Sha has 25 years of experience in Immigration Law, Family Law, and Civil Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 227.7456217470646 USD per hour. He takes 87.43115542762598 Avg Days for Disposal. He speaks: Punjabi, Kannada and Kannada. He practices at Khatri, Chada and Wali, and is based in Chennai. She provides pro bono services to the community. Her Client Demographics is Small Businesses.",25,"Immigration Law, Family Law, and Civil Law",2,High Court,227.7456217,87.43115543,"Punjabi, Kannada and Kannada","Khatri, Chada and Wali",Chennai,yes,Small Businesses,male
Vidur Swamy,Vidur,Swamy,"Vidur Swamy has 26 years of experience in Corporate Law, Real Estate Law, and Media and Entertainment Law. He has a Client Feedback of N/A out of 5.0. His Jurisdiction is Supreme Court. He charges 200.7538564809631 USD per hour. He takes N/A Avg Days for Disposal. He speaks: Hindi, Punjabi and Urdu. He practices at Banik Inc, and is based in Chennai. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",26,"Corporate Law, Real Estate Law, and Media and Entertainment Law",2.858744395,Supreme Court,200.7538565,89.76723953,"Hindi, Punjabi and Urdu",Banik Inc,Chennai,no,Large Corporations,male
Manjari Samra,Manjari,Samra,"Manjari Samra has 11 years of experience in Tax Law, Criminal Law, and Consumer Protection Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is High Court. He charges 143.277135147381 USD per hour. He takes 89.75918941127121 Avg Days for Disposal. He speaks: Odia, Marathi and Kannada. He practices at Rege, Dugar and Vora, and is based in Chennai. He does not provide pro bono services to the community. His Client Demographics is Small Businesses.",11,"Tax Law, Criminal Law, and Consumer Protection Law",5,High Court,143.2771351,89.75918941,"Odia, Marathi and Kannada","Rege, Dugar and Vora",Chennai,no,Small Businesses,male
Fateh Sahota,Fateh,Sahota,"Fateh Sahota has 6 years of experience in Media and Entertainment Law, Family Law, and Civil Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is High Court. He charges 220.00857075923517 USD per hour. He takes 128.75360490249852 Avg Days for Disposal. He speaks: Urdu, Odia and Tamil. He practices at Iyer, Barad and Bail, and is based in Delhi. She does not provide pro bono services to the community. Her Client Demographics is Individuals.",6,"Media and Entertainment Law, Family Law, and Civil Law",1,High Court,220.0085708,128.7536049,"Urdu, Odia and Tamil","Iyer, Barad and Bail",Delhi,no,Individuals,male
Jivika Rege,Jivika,Rege,"Jivika Rege has 2 years of experience in Banking and Finance Law, Criminal Law, and Medical Law. He has a Client Feedback of 5.0 out of 5.0. His Jurisdiction is District Court. He charges 192.50796020761672 USD per hour. He takes 70.04660616537993 Avg Days for Disposal. He speaks: Odia, Tamil and Gujarati. He practices at Wagle Group, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Large Corporations.",2,"Banking and Finance Law, Criminal Law, and Medical Law",5,District Court,192.5079602,70.04660617,"Odia, Tamil and Gujarati",Wagle Group,Bangalore,yes,Large Corporations,male
Madhup Uppal,Madhup,Uppal,"Madhup Uppal has 7 years of experience in Civil Law, Tax Law, and Corporate Law. He has a Client Feedback of 3.0 out of 5.0. His Jurisdiction is High Court. He charges 354.7867816841635 USD per hour. He takes 60.15080595268313 Avg Days for Disposal. He speaks: Urdu, Urdu and Kannada. He practices at Kannan, Saraf and Goda, and is based in Delhi. He provides pro bono services to the community. His Client Demographics is Large Corporations.",7,"Civil Law, Tax Law, and Corporate Law",3,High Court,354.7867817,60.15080595,"Urdu, Urdu and Kannada","Kannan, Saraf and Goda",Delhi,yes,Large Corporations,male
Darshit Gole,Darshit,Gole,"Darshit Gole has 18 years of experience in Civil Law, Tax Law, and Medical Law. He has a Client Feedback of 1.0 out of 5.0. His Jurisdiction is Specialized Court. He charges 180.3122171018272 USD per hour. He takes 94.98565250279414 Avg Days for Disposal. He speaks: Bengali, Tamil and Gujarati. He practices at Raja Ltd, and is based in Kolkata. He provides pro bono services to the community. His Client Demographics is Individuals.",18,"Civil Law, Tax Law, and Medical Law",1,Specialized Court,180.3122171,94.9856525,"Bengali, Tamil and Gujarati",Raja Ltd,Kolkata,yes,Individuals,male
Reyansh Zacharia,Reyansh,Zacharia,"Reyansh Zacharia has 27 years of experience in Criminal Law, Human Rights Law, and Environmental Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is District Court. He charges 309.73988589015266 USD per hour. He takes 84.35366168117707 Avg Days for Disposal. He speaks: Hindi, Punjabi and Marathi. He practices at Bali-Warrior, and is based in Bangalore. He provides pro bono services to the community. His Client Demographics is Individuals.",27,"Criminal Law, Human Rights Law, and Environmental Law",4,District Court,309.7398859,84.35366168,"Hindi, Punjabi and Marathi",Bali-Warrior,Bangalore,yes,Individuals,male
Samarth Din,Samarth,Din,"Samarth Din has 2 years of experience in Consumer Protection Law, Real Estate Law, and Medical Law. He has a Client Feedback of 2.0 out of 5.0. His Jurisdiction is High Court. He charges 79.65147426438772 USD per hour. He takes 94.74101804594926 Avg Days for Disposal. He speaks: Kannada, Assamese and Tamil. He practices at Karpe-Chowdhury, and is based in Mumbai. She does not provide pro bono services to the community. Her Client Demographics is Large Corporations.",2,"Consumer Protection Law, Real Estate Law, and Medical Law",2,High Court,79.65147426,94.74101805,"Kannada, Assamese and Tamil",Karpe-Chowdhury,Mumbai,no,Large Corporations,male
Shalv Guha,Shalv,Guha,"Shalv Guha has 27 years of experience in Labor Law, Real Estate Law, and Consumer Protection Law. He has a Client Feedback of 4.0 out of 5.0. His Jurisdiction is Supreme Court. He charges 136.08012051343147 USD per hour. He takes 98.75824533426001 Avg Days for Disposal. He speaks: Telugu, Malayalam and Punjabi. He practices at Garg-Dara, and is based in Hyderabad. He does not provide pro bono services to the community. His Client Demographics is Individuals.",27,"Labor Law, Real Estate Law, and Consumer Protection Law",4,Supreme Court,136.0801205,98.75824533,"Telugu, Malayalam and Punjabi",Garg-Dara,Hyderabad,no,Individuals,male
